Organization ID,Organization Name,address,State,Zip Code,summary
4641,Mental Health and Anti-Addiction Services Administration,URB. SANTA JUANITAAVE. LAUREL ESQ. LOS MILLONES #100,PR,960,TH
4642,Mental Health Partnership,7200 CHESTNUT ST,PA,19082,"ES, RRH"
4650,Mental Health Association of New York City,2488 GRAND CONCOURSE,NY,10458,PSH
4653,"Mental Health Care, Inc.d/b/a Gracepoint",11740 N 15TH ST,FL,33612,PSH
4653,"Mental Health Care, Inc.d/b/a Gracepoint",5707 N 22ND ST,FL,33610,OPH
4653,"Mental Health Care, Inc.d/b/a Gracepoint",6220 N NEBRASKA AVE,FL,33604,PSH
4655,Mental Health Center of Denver (MHCD),1401 GARFIELD ST,CO,80206,PSH
4655,Mental Health Center of Denver (MHCD),4455 12TH AVE,CO,80220,TH
4655,Mental Health Center of Denver (MHCD),4455 E 12TH STREET,CO,80220,"PSH, TH"
4655,Mental Health Center of Denver (MHCD),4455 E. 12TH AVE,CO,80220,TH
4658,Mercy Life Center,249 NINTH STREETTHIRD FLOOR,PA,15203,PSH
4658,Mercy Life Center,249 S 9TH ST,PA,15203,"PSH, RRH"
4658,Mercy Life Center,249 S 9TH ST FL 3,PA,15203,"PSH, RRH"
4658,Mercy Life Center,700 WOOD ST,PA,15221,PSH
4658,Mercy Life Center,905 WATSON ST,PA,15219,RRH
4658,Mercy Life Center,SMITHFIELD UNITED CHURCH620 SMITHFIELD STREET,PA,15222,ES
4660,Mercy Haven,859 CONNETQUOT AVE,NY,11752,PSH
4661,Mercy House,1000 N KRAEMER PL,CA,92806,ES
4661,Mercy House,1030 CALLE NEGOCIO,CA,92673,PSH
4661,Mercy House,1130-1140 CITRUS STREET,CA,92867,ES
4661,Mercy House,1335 S COAST HWY,CA,92651,PSH
4661,Mercy House,1505 E 17TH ST STE 221,CA,92705,"PSH, RRH"
4661,Mercy House,1505 E 17TH STSUITE 221,CA,92705,"PSH, RRH"
4661,Mercy House,1505 E. 17TH STREETSUITE 221,CA,92705,RRH
4661,Mercy House,1505 N BUSH ST,CA,92701,ES
4661,Mercy House,15161 JACKSON ST,CA,92655,PSH
4661,Mercy House,17701 COWAN,CA,92614,PSH
4661,Mercy House,2320 REDHILL AVE.,CA,92705,ES
4661,Mercy House,2543 E TERRACE ST,CA,92806,TH
4661,Mercy House,400 S BROOKHURST RD,CA,92833,ES
4661,Mercy House,514 W AMERIGE AVE,CA,92832,PSH
4661,Mercy House,9511 MILLS END,CA,92804,PSH
4663,Mercy Housing,1075 LE CONTE AVE,CA,94124,PSH
4663,Mercy Housing,1100 OCEAN AVE,CA,94112,PSH
4663,Mercy Housing,1360 MISSION ST,CA,94103,PSH
4663,Mercy Housing,"1360 MISSION STREET, SUITE 300",CA,94103,PSH
4663,Mercy Housing,172 6TH ST,CA,94103,PSH
4663,Mercy Housing,225 BERRY ST,CA,94158,PSH
4663,Mercy Housing,301 ELLIS ST,CA,94102,PSH
4663,Mercy Housing,480 ELLIS ST,CA,94102,PSH
4663,Mercy Housing,55 LAGUNA ST,CA,94102,PSH
4667,Meridian Behavioral Healthcare,1405 NW 13 STREET # E,FL,32601,RRH
4667,Meridian Behavioral Healthcare,4300 SW 13TH STREET,FL,32608,PSH
4669,Mesilla Valley Community of Hope,1843/1845 SEXTON,NM,88001,PSH
4669,Mesilla Valley Community of Hope,405 W COLLEGE AVE,NM,88005,"PSH, RRH"
4669,Mesilla Valley Community of Hope,999 W AMADOR AVE,NM,88005,"PSH, RRH"
4669,Mesilla Valley Community of Hope,999 W. AMADOR,NM,88005,"RRH, TH"
4677,Michigan Veteran's Foundation,2770 PARK AVE,MI,48201,ES
4677,Michigan Veteran's Foundation,4626 GRAND RIVER,MI,48208,TH
4677,Michigan Veteran's Foundation,4626 GRAND RIVER AVE,MI,48208,TH
4683,Midland Fair Havens,2400 WHITMIRE BLVDSUITE 100,TX,79705,TH
4684,Mid-Maine Homeless Shelter,19 COLBY ST,ME,4901,ES
4685,Mid-Ohio Valley Fellowship Home,1030 GEORGE ST,WV,26101,TH
4687,Milestones Community Healthcare Inc.,1222 EASTON RD,PA,18976,PSH
4692,MUST Ministries,322 SHOAL CREEK RD,GA,30114,PSH
4696,Miracle Hill Ministries,11 REGENCY HILL DR,SC,29607,ES
4696,Miracle Hill Ministries,189 N FOREST ST,SC,29301,ES
4696,Miracle Hill Ministries,227 HENDERSON ST,SC,29341,ES
4696,Miracle Hill Ministries,575 W WASHINGTON ST,SC,29601,ES
4700,Mission 911 Rescue Shelter,911 PARK AVE,TX,78401,TH
4700,Mission 911 Rescue Shelter,912 PARK AVE,TX,78401,TH
4703,Mission of Hope,9496 OLD STAGE HWY,VA,23430,ES
4704,The Mission of Yahweh,10247 ALGIERS RD,TX,77041,"ES, TH"
4713,Mohave County Housing and Community Development,700 W BEALE ST,AZ,86401,PSH
4714,Catholic Charities Monmouth ECS,4261 ROUTE 33,NJ,7753,TH
4716,Montana Veteran's Foundation,1112 LESLIE AVE,MT,59601,TH
4721,Morning Star Sanctuary,PO BOX 568,TN,37116,ES
4722,MorningStar Mission,350 E WASHINGTON ST,IL,60433,"ES, OPH, TH"
4722,MorningStar Mission,350 E. WASHINGTON ST.,IL,60433,OPH
4722,MorningStar Mission,3800 HENNEPIN DR,IL,60436,TH
4724,Mother's Home,51 N MACDADE BLVD,PA,19023,TH
4725,Mountain of Faith,1529 WALNUT ST,MS,39180,"ES, TH"
4728,MP Housing Inc.,87 PALM ST,NH,3060,PSH
4738,Municipio de Mayaguez,123 CALLE RAMÃ³N EMETERIO BETANCES,PR,681,PSH
4738,Municipio de Mayaguez,123 CALLE RAMÃ³N EMETERIO BETÃ¡NCES,PR,681,RRH
4739,Municipality of Vega Alta,CARR. #2 KM 3.8,PR,692,RRH
4739,Municipality of Vega Alta,CARR. #2 KM. 30.8 CENTRO DE GOBIERNOP.O. BOX 1390,PR,692,PSH
4740,Municipio de Naguabo,40 CALLE BALDORIOTY,PR,718,"PSH, RRH"
4741,Municipio de Ponce,72 CALLE MAYOR,PR,733,"PSH, RRH"
4743,Muslim Housing Services,6727 RAINIER AVE S,WA,98118,"PSH, RRH, TH"
4743,Muslim Housing Services,6727 RAINIER AVE. S,WA,98118,OPH
4751,Napa Valley Community Housing,2220 YAJOME ST,CA,94558,TH
4753,Nashua Soup Kitchen & Shelter,29 KINSLEY ST,NH,3060,ES
4753,Nashua Soup Kitchen & Shelter,58 ASH ST,NH,3060,ES
4754,Nassau County,124 E GREENWICH AVE,NY,11575,ES
4754,Nassau County,1294 MENARD ST,NY,11553,ES
4754,Nassau County,14 GERTRUDE ST,NY,11550,ES
4754,Nassau County,429 FENIMORE AVE,NY,11553,ES
4754,Nassau County,52 DEVON RD,NY,11550,ES
4754,Nassau County,55 ALLEN ST,NY,11550,ES
4754,Nassau County,560 FRONT ST,NY,11550,ES
4754,Nassau County,58 MADISON AVE,NY,11575,ES
4754,Nassau County,60 CHARLES LINDBERGH BLVD,NY,11553,ES
4754,Nassau County,715 W CARL AVE,NY,11510,ES
4756,Mid-Michigan Recovery Services,817 N MARTIN LUTHER KING JR BLVD,MI,48915,TH
4769,Neighborhood Coalition for Shelter (NCS),1323 LOUIS NINE BLVD,NY,10459,PSH
4769,Neighborhood Coalition for Shelter (NCS),211 EAST 81 STREET,NY,10028,PSH
4769,Neighborhood Coalition for Shelter (NCS),211 EAST 81ST ST,NY,10028,PSH
4778,New Beginnings,169 HOLLAND ST,ME,4240,"PSH, TH"
4778,New Beginnings,491 MAIN ST,ME,4240,ES
4782,Grace Community Outreach Ministries,1134 COLLEGE ST,LA,71104,ES
4782,Grace Community Outreach Ministries,1136 COLLEGE ST,LA,71104,TH
4790,Neighborhood Properties Inc.,1145 S BYRNE RD1ST FLOOR,OH,43614,PSH
4790,Neighborhood Properties Inc.,1145 S BYRNE RD2ND FLOOR,OH,43614,PSH
4790,Neighborhood Properties Inc.,219 21ST ST,OH,43604,SH
4790,Neighborhood Properties Inc.,2525 SCHROEDER ST,OH,43613,PSH
4790,Neighborhood Properties Inc.,2753 W CENTRAL AVE,OH,43606,PSH
4790,Neighborhood Properties Inc.,2753 W. CENTRAL AVENUE,OH,43606,OPH
4790,Neighborhood Properties Inc.,5817 DORR ST,OH,43615,PSH
4790,Neighborhood Properties Inc.,955 GRIFFIN ST,OH,43609,TH
4791,NeighborImpact,1234 NW UNION STUNIT 2,OR,97703,ES
4791,NeighborImpact,20310 EMPIRE AVE STE A100,OR,97701,ES
4791,NeighborImpact,2303 SW 1ST ST,OR,97756,RRH
4791,NeighborImpact,2303 SW FIRST ST,OR,97756,PSH
4793,Network - Tacoma Services,7522 10TH AVENUE CT E,WA,98404,TH
4794,Nevada Partnership for Homeless Youth,4981 SHIRLEY ST,NV,89119,"ES, TH"
4801,New Day Youth & Family Services,2820 RIDGECREST DR SE,NM,87108,"ES, TH"
4804,"New Reach, Inc.",119 SANFORD ST,CT,6514,PSH
4804,"New Reach, Inc.",13 CHERRY AVENUE,CT,6702,PSH
4804,"New Reach, Inc.",153 EAST ST.,CT,6511,RRH
4804,"New Reach, Inc.",192 FITCH ST,CT,6515,PSH
4804,"New Reach, Inc.",447 FERRY ST,CT,6513,ES
4804,"New Reach, Inc.",559 HOWARD AVE,CT,6519,"ES, RRH"
4816,New Life Center,1902 3RD AVE N,ND,58102,ES
4818,Family Promise,3470 KINSMAN ROAD,OH,44120,ES
4824,New Mexico Veterans Integration Center,13023 CENTRAL AVE SE,NM,87123,TH
4826,New Orleans Mission,1130 ORETHA CASTLE HALEY BLVD,LA,70113,"ES, TH"
4828,"New Pathways, Inc.",310 ASHLAND ST S,MN,55008,ES
4828,"New Pathways, Inc.",714 S 6TH ST,MN,56401,ES
4829,New Phoebe House Association,712 MARTIN LUTHER KING JR WAY,WA,98405,TH
4831,New Way Ministries,"205 S BRITISH COLUMBIA AVE., SUITE 117",WA,98264,TH
4834,Newark YMCA,395 HALSEY STREET,NJ,7102,"PSH, RRH"
4834,Newark YMCA,500 BROAD STREET,NJ,7102,PSH
4834,Newark YMCA,600 BROAD ST,NJ,7102,ES
4834,Newark YMCA,600 BROAD STREET,NJ,7102,PSH
4838,NJDMVA,301 SPRING GARDEN ROADPO BOX 80,NJ,8095,TH
4840,Norfolk Emergency Shelter,422 SHIRLEY AVE,VA,23517,ES
4841,North Coast Veterans Resource Center,109 4TH ST,CA,95501,"RRH, TH"
4841,North Coast Veterans Resource Center,1234 E ST,CA,95501,ES
4845,North Range Behavioral Health (Greeley),"700 BLOCK, 21ST AVENUE COURT",CO,80631,PSH
4845,North Range Behavioral Health (Greeley),928 12TH STREET,CO,80631,TH
4846,Northeast Kansas Community Action Program (NEK-CAP) Inc,PO BOX 380,KS,66434,RRH
4847,Northeast Kingdom Youth Services,24 BAGLEY ST,VT,5819,"ES, TH"
4848,Northern Cambria CDC,1088 CHESTNUT ST,PA,15701,PSH
4848,Northern Cambria CDC,600 NORTH 5TH AVE.,PA,15701,PSH
4849,Northern Cambria CDC,403 UNIVERSITY AVE,PA,16668,PSH
4849,Northern Cambria CDC,4200 CRAWFORD AVE,PA,15714,PSH
4850,Northern Human Services,145 HIGH ST,NH,3561,TH
4851,Northern Virginia Family Services (NVFS),10056 DEAN DR,VA,20110,ES
4856,Northwest Assistance Ministries,15555 KUYKENDAHL RD,TX,77090,PSH
4860,Northwest Michigan Community Action Agency,3963 3 MILE RD N,MI,49686,RRH
4860,Northwest Michigan Community Action Agency,3963 THREE MILE ROAD,MI,49686,RRH
4862,Northwestern Community Services,158 FRONT ROYAL PIKE STE 200,VA,22602,PSH
4864,Northwestern YMCA,480 MAIN ST,CT,6098,"ES, PSH"
4866,NW Domestic Crisis Service Inc,1330 OKLAHOMA BLVD,OK,73717,PSH
4871,"Jerome Golden Center for Behavioral Health, Inc.",1041 45TH ST,FL,33407,PSH
4875,O'Brien House,1220 MAIN ST,LA,70802,"PSH, TH"
4877,OCEAN Inc.,DOVER ROADLAUREL AVENUE,NJ,8722,PSH
4879,Rescue Mission - Ogden,2775 WALL AVE,UT,84401,ES
4883,OHI,130 N MAIN ST,ME,4412,PSH
4883,OHI,289 OHIO ST,ME,4401,PSH
4883,OHI,76 CEDAR ST,ME,4401,PSH
4885,Oneida Housing Authority,"2913 COMMISSIONER ST, ONEIDA, WI 54155",WI,54155,PSH
4886,Ontario County DSS,3010 COUNTY COMPLEX DR,NY,14424,ES
4896,Operation Hope,31 SOUNDVIEW AVE,CT,6825,PSH
4896,Operation Hope,570 STATE ST,CT,6604,PSH
4896,Operation Hope,58 JARVIS CT,CT,6824,PSH
4896,Operation Hope,838 OLD POST RD,CT,6824,PSH
4896,Operation Hope,86 BIRDSEY ST,CT,6610,PSH
4902,Our House,302 E ROOSEVELT RD,AR,72206,"ES, TH"
4904,Our House,2727 SE ALDER ST,OR,97214,PSH
4905,Our Lady's Inn - St. Charles,3607 HIGHWAY D,MO,63341,ES
4906,Our Saviour's Housing,2219 CHICAGO AVENUE,MN,55404,"ES, PSH"
4906,Our Saviour's Housing,2315 CHICAGO AVE,MN,55404,TH
4907,Metropolitan Ministries,1423 LUCERNE DR.,FL,33613,ES
4907,Metropolitan Ministries,2002 N FLORIDA AVE,FL,33602,RRH
4907,Metropolitan Ministries,2010 N FLORIDA AVE,FL,33602,ES
4907,Metropolitan Ministries,2106 N FLORIDA AVE,FL,33602,TH
4907,Metropolitan Ministries,2202 N. FLORIDA AVE,FL,33602,RRH
4911,Mid Kansas Community Action Program Inc.,730 CLIFF DR,KS,67010,RRH
4912,Mid-Coast Family Services Inc.,120 S MAIN ST STE 175,TX,77901,RRH
4915,Mid Shore Behavioral Health Inc.,28578 MARYS CT STE 1,MD,21601,PSH
4916,Midwest Shelter for Homeless Veterans,119 NORTH WEST STREET,IL,60187,"RRH, TH"
4916,Midwest Shelter for Homeless Veterans,119 WEST STREET,IL,60187,SH
4916,Midwest Shelter for Homeless Veterans,334 W DIVISION ST,IL,60181,PSH
4918,Ministerio CODESH en Avance para Avance Inc.,BO. CEIBA CARMELITACARR. #2 KM. 34.8,PR,693,ES
4920,Ministry of Caring,103 - 107 N JACKSON ST,DE,19805,TH
4920,Ministry of Caring,106 N BROOM ST,DE,19805,PSH
4920,Ministry of Caring,1100 LANCASTER AVE,DE,19805,RRH
4920,Ministry of Caring,1103 W 8TH ST,DE,19806,ES
4920,Ministry of Caring,121 N JACKSON ST,DE,19805,ES
4920,Ministry of Caring,1328 W 3RD ST,DE,19805,ES
4920,Ministry of Caring,213 N JACKSON ST,DE,19805,OPH
4920,Ministry of Caring,515 N BROOM ST,DE,19805,ES
4920,Ministry of Caring,601 N JACKSON ST,DE,19805,PSH
4920,Ministry of Caring,615 N JACKSON ST,DE,19805,PSH
4920,Ministry of Caring,704 WEST ST,DE,19801,"PSH, RRH"
4920,Ministry of Caring,820 N JEFFERSON ST,DE,19801,PSH
4920,Ministry of Caring,822 N JEFFERSON ST,DE,19801,OPH
4920,Ministry of Caring,9 W 18TH ST,DE,19802,PSH
4920,Ministry of Caring,905 N MONROE ST,DE,19801,OPH
4921,Minnehaha County Human Services,521 NORTH MAIN ST. # 201,SD,57104,ES
4922,Minnesota Assistance Council for Veterans (MACV),1 VETERANS DR,MN,55417,TH
4922,Minnesota Assistance Council for Veterans (MACV),1801 1ST AVENUE SOUTH,MN,55403,TH
4922,Minnesota Assistance Council for Veterans (MACV),2700 E LAKE ST,MN,55406,RRH
4926,MIRCI,1813 WASHINGTON ST,SC,29201,TH
4926,MIRCI,250 SPRINGTREE DRIVE,SC,29223,PSH
4927,MISS Inc.,4434 SE KLECKLEY WAY,FL,34994,OPH
4927,MISS Inc.,4434 SE SCOTLAND CAY WAY,FL,34997,OPH
4928,Mission Housing Development Corporation,150 BERRY ST,CA,94107,PSH
4928,Mission Housing Development Corporation,22 S PARK ST,CA,94107,PSH
4928,Mission Housing Development Corporation,3048 16TH ST,CA,94103,PSH
4928,Mission Housing Development Corporation,3101 21ST ST,CA,94110,PSH
4928,Mission Housing Development Corporation,4445 3RD ST,CA,94124,PSH
4928,Mission Housing Development Corporation,474 VALENCIA ST,CA,94103,PSH
4928,Mission Housing Development Corporation,"474 VALENCIA STREET, SUITE 280",CA,94103,PSH
4930,Mission Waco,1217 MARY AVE,TX,76701,ES
4932,Missionaries of Charity Shelter,509 W RIDGE RD,IN,46408,"ES, PSH"
4934,Missoula Housing Authority & Poverello Inc.,2820 GREAT NORTHERN LOOP,MT,59808,TH
4935,Missoula Public Housing Authority,1235 34TH ST,MT,59801,PSH
4937,MN Asistance Council for Veterans- Duluth,129 N 24TH AVE W,MN,55806,TH
4937,MN Asistance Council for Veterans- Duluth,5209 RAMSEY ST,MN,55807,"PSH, TH"
4938,DMH (MO Department of Mental Health),1911 N TAYLOR AVE,MO,63113,PSH
4938,DMH (MO Department of Mental Health),5325 PAGE AVE,MO,63113,PSH
4940,Model Cities,839 UNIVERSITY AVE W,MN,55104,PSH
4940,Model Cities,"990 LAFOND, 625 CHATSWORTH",MN,55104,PSH
4941,Modesto Gospel Mission,1400 YOSEMITE BLVD,CA,95354,"ES, TH"
4941,Modesto Gospel Mission,1700 YOSEMITE BLVD.,CA,95353,ES
4942,Momma's Inc.,1857 WANTAGH AVE,NY,11793,"ES, PSH, TH"
4944,Monroe Area Guidance,1900 GARRETT RD,LA,71202,TH
4944,Monroe Area Guidance,820 JACKSON ST,LA,71201,PSH
4945,Monroe County Opportunity Program,1140 S TELEGRAPH RD,MI,48161,PSH
4946,Monroe Gospel Women's Mission,450 S LEWIS ST,WA,98272,ES
4948,Montachusett Veterans Outreach Center,268 CENTRAL ST,MA,1440,TH
4948,Montachusett Veterans Outreach Center,52 S MAIN ST,MA,1440,PSH
4950,Montana Dept of Commerce Housing Division,301 S PARK AVE,MT,59601,PSH
4955,Mother's Refuge,14400 E 42ND ST S STE 220,MO,64055,ES
4956,Mount Olive Development Corp. (MODCO),401 NW 9TH AVE,FL,33311,TH
4965,Mt. Airy Bethesda Inc.,1300 TULPEHOCKEN STREET,PA,19138,ES
4968,Mt. Calvary Baptist Church,622 N HORNERS LN,MD,20850,ES
4974,Municipio de Hormigueros,11 CALLE MATEO FAJARDO,PR,660,"PSH, RRH"
4975,Municipio de Loiza,3 CALLE ESPIRITU SANTO,PR,772,RRH
4976,Murfreesboro Housing Authority,415 N MAPLE ST,TN,37130,"PSH, TH"
4977,Murphy Emergency Shelter (Cherokee),73 BLUMENTHAL ST,NC,28906,ES
4980,My Father's House Community Services Inc.,1004 N PEARL ST,KS,66071,TH
4985,National Center for Children and Families (NCCF),11552 FEBRUARY CIR APT 402,MD,20904,"OPH, RRH"
4985,National Center for Children and Families (NCCF),6301 GREENTREE RD,MD,20817,ES
4985,National Center for Children and Families (NCCF),FEBRUARY CIRCLE,MD,20904,RRH
4987,Native American Connections,1311 N 14TH ST,AZ,85006,PSH
4987,Native American Connections,1537 W CAMELBACK RD,AZ,85015,PSH
4987,Native American Connections,2922 N 39TH ST,AZ,85018,PSH
4987,Native American Connections,315 W FILLMORE ST,AZ,85003,PSH
4987,Native American Connections,4175 N 9TH ST,AZ,85014,PSH
4987,Native American Connections,4520 N CENTRAL AVE,AZ,85012,PSH
4987,Native American Connections,931 E DEVONSHIRE AVE,AZ,85014,ES
4987,Native American Connections,931 E. DEVONSHIRE AVE,AZ,85014,RRH
4988,Native American Youth Association (NAYA),5135 NE COLUMBIA,OR,97232,RRH
4988,Native American Youth Association (NAYA),5135 NE COLUMBIA BLVD,OR,97232,"PSH, RRH"
4988,Native American Youth Association (NAYA),7633 N HEREFORD AVE,OR,97203,PSH
4988,Native American Youth Association (NAYA),9021 N CENTRAL ST,OR,97203,PSH
4988,Native American Youth Association (NAYA),9837 N TAFT AVE,OR,97203,PSH
4990,National Center for Children and Families,"12345 GEORGIA AVENUE, SUITE J",MD,20906,RRH
4993,Neighborhood House,506 E 4TH ST,CA,92231,"PSH, TH"
4996,Neighborhood Legal Services-Michigan,8900 PARDEE RD,MI,48180,PSH
4998,Neighborhood Services Org,431 SW 11TH ST,OK,73109,"ES, PSH, TH"
4998,Neighborhood Services Org,432 SW 11TH ST,OK,73109,TH
5004,"New Beginnings of Tampa, Inc.",1402 E CHILKOOT AVE,FL,33612,"ES, TH"
5004,"New Beginnings of Tampa, Inc.",901 E SEWARD ST,FL,33604,ES
5009,New England Farm Workers Council,159 ESSEX ST,MA,1040,ES
5009,New England Farm Workers Council,2702 MAIN ST.,MA,1107,ES
5009,New England Farm Workers Council,5 ADAMS ST,MA,1040,ES
5010,New Generation,568 PORTSMOUTH AVE,NH,3840,ES
5016,New Economics For Women,375 COLUMBIA AVE.,CA,90017,TH
5018,New England Center for Homeless Vets,100 CAMBRIDGE STREET,MA,2108,"PSH, RRH"
5018,New England Center for Homeless Vets,17 COURT ST,MA,2108,"ES, PSH, SH, TH"
5024,New Horizons Community Service Board,2100 COMER AVE,GA,31904,"OPH, PSH"
5033,New Morning,6765 GREEN VALLEY RD,CA,95667,ES
5034,New River Family Shelter,110 ROANOKE ST,VA,24073,ES
5037,Newhouse,PO BOX 240019,MO,64124,RRH
5039,Newport County Community Mental Health,127 JOHNNYCAKE HILL RD,RI,2842,PSH
5046,Night of Peace,7509 WINDSOR MILL RD,MD,21244,ES
5053,North Capitol Family Support Collaborative,2000 RHODE ISLAND AVE NE,DC,20018,RRH
5056,North Coast Community Homes,322 E SOUTH ST,OH,44311,PSH
5056,North Coast Community Homes,743 E WATERLOO RD,OH,44306,PSH
5059,Northampton Co. Housing Authority,943 LONG ST,PA,18015,PSH
5063,Northern Lights Alliance for the Homeless,202 1ST ST NW,IA,50401,ES
5063,Northern Lights Alliance for the Homeless,307 N MONROE AVE,IA,50401,"ES, TH"
5065,Northern Oklahoma Youth Services (NOYS),2203 N ASH ST,OK,74601,"ES, RRH"
5068,Northland Counseling,1313 NE 7TH ST,MN,55744,OPH
5068,Northland Counseling,215 SE 2ND AVE,MN,55744,OPH
5068,Northland Counseling,412 SE 21ST ST,MN,55744,PSH
5068,Northland Counseling,624 RIVER RD,MN,55744,OPH
5069,Northlands Rescue Mission,420 DIVISION AVE,ND,58201,ES
5074,Northwest Counseling & Support Services,107 FISHER POND RD,VT,5478,"ES, TH"
5078,Northwood Health Systems,50 16TH ST,WV,26003,ES
5079,Northwoods Homeless Shelters,130 MAPLE ST E,WI,54001,TH
5079,Northwoods Homeless Shelters,514 E FOSTER AVE,WI,54853,ES
5079,Northwoods Homeless Shelters,554 105TH ST,WI,54001,ES
5085,Oak Park Housing Authority,21 SOUTH BLVD,IL,60302,OPH
5086,Oakland Livingston Human Service Agency,2300 E GRAND RIVER AVE STE 107,MI,48843,"ES, PSH, RRH"
5088,Okanogan Behavioral Healthcare,1007 KOALA DRIVE,WA,98841,"ES, PSH"
5089,Ocean County Board of Social Services,1027 HOOPER AVE,NJ,8753,ES
5090,OCEAN Inc,3000 KOZLOSKI RD,NJ,7728,PSH
5091,Odyssey House,1125 N TONTI ST,LA,70125,PSH
5096,Ohio Multi-County Development Corporation,3386 CHARLES ST,OH,44221,PSH
5096,Ohio Multi-County Development Corporation,680 E MARKET ST STE 307,OH,44304,TH
5104,Olympic Community Action Program (Jefferson),209 MONROE,WA,98368,ES
5104,Olympic Community Action Program (Jefferson),823 COMMERCE LOOP,WA,98368,RRH
5105,On Eagles' Wings,185 SE BAYA DRIVE,FL,32025,TH
5108,One Day at a Time,1712 POINT BREEZE,PA,19145,ES
5108,One Day at a Time,1715 W MONTGOMERY AVENUE,PA,19121,SH
5108,One Day at a Time,2404 W LEHIGH AVE,PA,19134,ES
5108,One Day at a Time,2426 W LEHIGH AVENUE,PA,19132,ES
5108,One Day at a Time,2432 W LEHIGH AVE,PA,19132,ES
5108,One Day at a Time,2432 W LEHIGH AVENUE,PA,19132,SH
5115,Open Door Ministries,1022 TRUE LN,NC,27260,TH
5115,Open Door Ministries,400 N CENTENNIAL ST,NC,27262,ES
5115,Open Door Ministries,400 N. CENTENNIAL STREET,NC,27262,"PSH, RRH"
5118,Operation Get Down,10100 HARPER AVE,MI,48213,ES
5122,Outreach Community Ministries,206 EAST HAWTHORNE BLVD,IL,60187,TH
5122,Outreach Community Ministries,395 EXECUTIVE DRIVE,IL,60188,TH
5124,Ozanam Center,656 N MINNESOTA AVE,TX,78521,RRH
5124,Ozanam Center,656 N. MINNESOTA AVE,TX,78521,ES
5124,Ozanam Center,657 N. MINNESOTA AVE,TX,78521,TH
5125,Ozanam Inn/St. Vincent de Paul Society,843 CAMP ST,LA,70130,"ES, RRH"
5128,"Public Action to Deliver Shelter, Inc.",659 S RIVER ST,IL,60506,"ES, PSH, RRH"
5128,"Public Action to Deliver Shelter, Inc.",659 S. RIVER ST.,IL,60506,PSH
5129,Pajaro Valley Shelter Services,115 BRENNAN ST,CA,95076,ES
5129,Pajaro Valley Shelter Services,115 BRENNAN ST.,CA,95076,TH
5129,Pajaro Valley Shelter Services,27 SUDDEN ST,CA,95076,TH
5130,Palisades Emergency Residence Corporation (PERC),111 37TH ST,NJ,7087,ES
5133,Panama City Rescue Mission,609 ALLEN AVE,FL,32401,TH
5138,Partners for Affordable Housing,1001 EASTPORT DR,MN,56001,OPH
5138,Partners for Affordable Housing,101 AHLSTROM RD,MN,56001,OPH
5138,Partners for Affordable Housing,151 GOOD COUNSEL DR,MN,56001,"RRH, TH"
5138,Partners for Affordable Housing,419 S BROAD ST,MN,56001,ES
5141,Paterson YMCA,128 WARD ST,NJ,7505,PSH
5152,"Peachtree Landing Inc. (Ponca City, OK)",105 W HAZEL AVE,OK,74601,ES
5154,Pee Dee Community Action Partnership Dillon,126 N MACARTHUR AVE.,SC,29536,RRH
5154,Pee Dee Community Action Partnership Dillon,210 S 5TH AVE,SC,29536,ES
5156,Pennsylvania Community Real Estate Coporation,"1315 WALNUT STREET, 3RD FLOOR",PA,19107,RRH
5157,Penny Lane Centers,12381 OSBORNE ST.,CA,91331,"PSH, TH"
5157,Penny Lane Centers,1422 SAN FERNANDO RD.,CA,91340,PSH
5157,Penny Lane Centers,15257 ACRE ST.,CA,91343,TH
5157,Penny Lane Centers,15260 RAYEN ST.,CA,91343,TH
5157,Penny Lane Centers,2111 E. AVE.,CA,93534,TH
5157,Penny Lane Centers,2131 AVE. J-8,CA,93534,TH
5157,Penny Lane Centers,44248 CEDAR AVE.,CA,93534,TH
5157,Penny Lane Centers,8906 COLUMBUS ST.,CA,91343,PSH
5161,People Inc.,3 WARREN ST,NY,12401,PSH
5162,People Incorporated,2275 SNELLING AVE N,MN,55113,PSH
5166,People's City Mission,110 Q ST,NE,68508,"ES, OPH, TH"
5167,Peoples' Self-Help Housing,24 E VICTORIA ST,CA,93101,OPH
5167,Peoples' Self-Help Housing,4090 VIA REAL,CA,93013,OPH
5167,Peoples' Self-Help Housing,510 N SALSIPUEDES ST,CA,93103,OPH
5167,Peoples' Self-Help Housing,6594 CALLE KORAL,CA,93117,OPH
5170,Peter and Paul Community Services,2703 KEOKUK ST,MO,63118,TH
5170,Peter and Paul Community Services,3863 CLEVELAND AVE,MO,63110,TH
5170,Peter and Paul Community Services,711 ALLEN AVE,MO,63104,ES
5172,Philadelphia House,218 WASHINGTON ST,MI,48161,ES
5175,Phoenix Rescue Mission,1801 S 35TH AVE,AZ,85009,ES
5177,Pilgrim's Inn,236 W MAIN ST,SC,29730,"ES, PSH, TH"
5183,Plymouth Housing Group (PHG),111 CEDAR ST,WA,98121,PSH
5183,Plymouth Housing Group (PHG),116 STEWART ST,WA,98101,PSH
5183,Plymouth Housing Group (PHG),2113 3RD AVE,WA,98121,PSH
5183,Plymouth Housing Group (PHG),2119 3RD AVE,WA,98121,PSH
5183,Plymouth Housing Group (PHG),2133 3RD AVE.,WA,98121,PSH
